RInumber,cNumber,S1,S2,S3,S4,S5
RI203,C05483,0.000358263933888643,0.00217773133216226,0.00456374892773331,0.000456456666250857,0.00022720337177524
RI204,C05487,0.000422694253812299,0.0101080426108082,0.00085588808205225,0.00155707930822869,0.00139438034344322
RI205,C05488,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
RI206,C05490,0,0.000797552272946646,0,0,3.75058772114013e-05
RI207,C05490,3.99088512599858e-05,0.000412177970870012,4.07860337456433e-05,0.000287308531696505,0.00216877082539555
RI208,C05497,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
RI209,C05498,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI210,C05581,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI211,C05593,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI212,C05607,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI213,C05629,2.77803775785325e-05,0.00158222087431262,3.53308191559066e-05,4.01940640349014e-05,0.000196879733438564
RI214,C05647,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
RI215,C05790,0.00110099276524033,0.00190828920413467,0,0,7.56152134794591e-05
RI216,C05852,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI217,C05939,3.91728568378937e-05,1.61336440099303e-05,0,0,0
RI218,C05965,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI219,C05965,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI220,C05965,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI221,C05966,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI222,C05966,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI223,C05966,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI224,C06089,5.98554198919371e-05,0.000427981047766596,5.98864706789381e-05,0.000205338715179871,0.000338020393390241
RI225,C06121,0,0.00214656730435173,0.00291158131190159,0.000292096370644174,0.00586172976365996
RI226,C06183,0.0144451950013799,0.0186313401155627,0.0174260544021878,0.0139496277737401,0.0133989322642385
RI227,C06217,0.0124194524893428,0.0622551270091279,0.00675185565425085,0.00382375144328522,0.00230703572681463
RI228,C06217,0.0123936450295313,0.0626694229203606,0.00679669151811309,0.00387631051114494,0.00230866352407565
RI229,C06360,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI230,C06391,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
RI231,C06392,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
RI232,C06418,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI233,C06420,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
RI234,C06423,0.00180946209595184,0.00200100291877132,0.00231352642704592,0.00173895816253211,0.00154313584211856
RI235,C06495,8.92473312316302e-05,0.00108375894167078,0.000124380612281008,0.000303692299833149,0.000469920931050554
RI236,C06497,8.2404596359894e-05,0.00024724157070254,0,0,0
RI237,C06521,0.0144451950013799,0.0186313401155627,0.0174260544021878,0.0139496277737401,0.0133989322642385
RI238,C06526,0.00143677026917733,0.00166812367084046,0.00095952487546956,0.000900689840652224,0.00110090778677826
RI239,C06527,0.00143677026917733,0.00166812367084046,0.00095952487546956,0.000900689840652224,0.00110090778677826
RI240,C06546,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI241,C06593,0.00558257142816192,0.00571548443643828,0.00602730677206955,0.00264504793938036,0.00344066019287863
RI242,C06667,0.000380587054879739,0.00106425124735524,0,0,0
RI243,C06719,0.000766959458923119,0.00124302168068531,0.00134560998791945,0.000784888542903996,0.000900090291987617
RI244,C06761,0.000766959458923119,0.00124302168068531,0.00134560998791945,0.000784888542903996,0.000900090291987617
RI245,C06771,0.00419285388990933,0.0117424670093954,0.00371788219847591,0.00915163919401261,0.00368744952788673
RI246,C06852,0,3.99799987888658e-05,0.000239708071013158,0.00038757630897144,0.00100583955397225
RI247,C06955,0.000640140098186356,0.00108521863218781,0.00136985478445614,0.000278238042308776,0.000344360756435936
RI248,C06972,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
RI249,C07056,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI250,C07120,0.00345861165736474,0.0195595259988893,0.000127667320819013,0.000292472127802945,0.000819011348442471
RI251,C07120,0.00374397494911347,0.0386771351748424,0.000287423865814021,0.00072502950045993,0.00124997343435643
RI252,C07144,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI253,C07185,0.00180946209595184,0.00200100291877132,0.00231352642704592,0.00173895816253211,0.00154313584211856
RI254,C07202,0.000748068678582602,0.0012852901712054,3.76256021131133e-05,4.50353666652912e-05,8.96634278825085e-05
RI255,C07254,0.00162363755132521,0.0207276102800993,0.00105731118644172,0.0044449255151024,0.00626466741939827
RI256,C07264,0.000352332107667013,0.000687342701820722,0.000841882669566304,0.000542825402627906,0.00065378929813303
RI257,C07338,2.38283774569968e-05,0.000617201087215837,0.00142890841929766,0.000143058474639044,0.000300512927260949
RI258,C07346,0,0.000718615387287097,5.06164147258541e-06,8.21039739067372e-06,9.09609379792816e-06
RI259,C07354,2.38283774569968e-05,0.000617201087215837,0.00142890841929766,0.000143058474639044,0.000300512927260949
RI260,C07355,0.0474320819805834,0.0560084113848216,0.054148954255155,0.0416031550092013,0.0374433065346238
RI261,C07360,2.73352919634516e-05,0.00238782707117936,1.03045352346736e-05,2.59883518717959e-06,0.000524059240366946
RI262,C07469,0.00091426860004589,0,0.000335715292712032,2.53484325217024e-05,1.04513060766682e-05
RI263,C07469,0.000489651835509764,0.00090081011706631,0.00110086362465201,0.000769719288010961,0.000660468715225155
RI264,C07499,0.00106004740398477,0.00172863149358745,0.000466614539070022,0.00149366468457269,0.00389201746428294
RI265,C07513,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI266,C07527,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
RI267,C07527,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
RI268,C07527,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
RI269,C07544,0.000455638170371478,0.000631733961826157,0.000614593438462956,0.000509074350611723,0.000490779035817161
RI270,C07577,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI271,C07578,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
RI272,C07591,0.00257402098250343,0.00273945663510752,0.00388439503753075,0.00223583256077014,0.00277425054459146
RI273,C07591,0.00913461478921185,0.0157217340080222,0.00830194255174807,0.00705506052895338,0.00297215306557776
RI274,C07594,0.000217907497881598,0.00226296730737427,3.95860547368925e-05,0.000131168840979549,0.00220945015094257
RI275,C07708,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
RI276,C07719,0.00100599181133163,0.00173651794248238,0.00117417833361974,0.00189194692544171,0.00117965386592666
RI277,C07726,0.00100599181133163,0.00173651794248238,0.00117417833361974,0.00189194692544171,0.00117965386592666
RI278,C07818,0.000310730561271117,0.000488229654244933,0,7.46474206364628e-05,0
RI279,C07839,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI280,C07866,0.0043927959421399,0.00557567191911947,0.00458154159125444,0.00315266630999272,0.0034564789547736
RI281,C07875,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI282,C07904,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
RI283,C07915,1.02203230650285e-05,0.0033526838552319,0.00016047418971561,7.10534071251069e-05,0.000164311605436553
RI284,C08027,0.000310730561271117,0.000488229654244933,0,7.46474206364628e-05,0
RI285,C08149,0.000244206321860978,0.00102171957752403,7.43072482977565e-05,2.64264171453733e-05,0.00103128802184302
RI286,C08152,0.00222996673819282,0.00111292175777187,0.00476077224596058,0.00492119864254507,0.0044201421211713
RI287,C08153,0.000244206321860978,0.00102171957752403,7.43072482977565e-05,2.64264171453733e-05,0.00103128802184302
RI288,C08235,7.63558650377697e-05,0.000104190639453389,0.000540263270409146,0.000154176022877043,8.89935408842714e-05
RI289,C08238,0.0124194524893428,0.0622551270091279,0.00675185565425085,0.00382375144328522,0.00230703572681463
RI290,C08238,0.0123936450295313,0.0626694229203606,0.00679669151811309,0.00387631051114494,0.00230866352407565
RI291,C08263,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI292,C08317,0.0160229877526267,0.0184016175773733,0.0187636552670226,0.0146537825516049,0.0119511528609523
RI293,C08327,0.000760407477884285,0,1.33468190846279e-05,0,0
RI294,C08431,0.000428343609319942,0.00279719146227484,0.00066555252437988,0.000228952806167504,0.000144546279435638
RI295,C08435,0.00581958345121499,0.00373647066251916,0.0055369639882562,0.00693597317499752,0.0022042899485409
RI296,C08448,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
RI297,C08449,0.0001215741886885,0.00113616588430882,0,8.44365374484109e-05,0.000373001018427701
RI298,C08452,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI299,C08516,4.38900636263162e-05,0.000863604899977147,0.000366994107870001,0.000158975226115899,0.000157010684997333
RI300,C08530,4.38900636263162e-05,0.000863604899977147,0.000366994107870001,0.000158975226115899,0.000157010684997333
RI301,C08585,1.87898945722344e-05,0.00365330775714866,9.35174625306233e-06,0,1.88168327064891e-05
RI302,C08606,1.87898945722344e-05,0.00365330775714866,9.35174625306233e-06,0,1.88168327064891e-05
RI303,C08614,1.87898945722344e-05,0.00365330775714866,9.35174625306233e-06,0,1.88168327064891e-05
RI304,C08666,3.9464665314314e-05,0.000737289902608362,0,2.33302333231115e-05,0
RI305,C08689,0,0.00139075791075463,1.60127654475637e-05,0.000162064286426056,6.19294432054041e-05
RI306,C08689,0.00241971521849093,0.0077144275965174,8.81058186456252e-05,0.000705409869246402,0.000585115892666356
RI307,C08701,3.9464665314314e-05,0.000737289902608362,0,2.33302333231115e-05,0
RI308,C08707,2.73352919634516e-05,0.00238782707117936,1.03045352346736e-05,2.59883518717959e-06,0.000524059240366946
RI309,C08726,0.00146562224633095,0.0018562190610953,0.00188149922258436,0.00124613183108711,0.00113095921234686
RI310,C08731,0.000196215987160669,0.00163573502614371,0.000137177399968385,0.000139297880598395,3.49881102805768e-05
RI311,C08837,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI312,C08943,0.000353132577781128,4.41563692152354e-05,0.00108856255299272,0.00046619559434781,5.97153266307751e-05
RI313,C08944,0.000109101917331932,0.000198750110763253,0.00095117443010524,6.30255229786515e-05,0
RI314,C08998,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
RI315,C09017,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI316,C09021,0.00143677026917733,0.00166812367084046,0.00095952487546956,0.000900689840652224,0.00110090778677826
RI317,C09087,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI318,C09087,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI319,C09087,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI320,C09106,0.00112986841141209,0.00176727996640043,0.00217812244368919,0.00176965339601582,0.00161985427136928
RI321,C09136,0.00164325159902523,0.00146803650969349,0.000696715122601445,0.000725539791433931,0.000699497671993711
RI322,C09137,0.000599472433941337,0.00319761783416956,0.000685581728081053,0.000467298502764128,0.000428507240937976
RI323,C09157,0.00114013830101712,0.00196584270989398,0,0,0.00030758115680196
RI324,C09175,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI325,C09175,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI326,C09175,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI327,C09176,5.91794812221407e-05,0.000396174323718517,0.000949486880551047,0.000502268548350255,0.000469684803923649
RI328,C09201,0.00307220196056357,0.0020525793167695,0.00207095652340365,0.00324059942650494,0.00388650501149394
RI329,C09210,0.000915688934934492,0.000261527083167905,0.000463239127449391,0.000667988442615042,0.000764995287276046
RI330,C09259,0.000915688934934492,0.000261527083167905,0.000463239127449391,0.000667988442615042,0.000764995287276046
RI331,C09268,0.150880985350254,0.131466264069265,0.174272395196261,0.143924169772037,0.132429763541172
RI332,C09276,0.000915688934934492,0.000261527083167905,0.000463239127449391,0.000667988442615042,0.000764995287276046
RI333,C09278,0.000915688934934492,0.000261527083167905,0.000463239127449391,0.000667988442615042,0.000764995287276046
RI334,C09280,0,0.000840160590392886,3.74842304300496e-05,0,0.000221264128743331
RI335,C09289,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI336,C09312,0.000609539808890776,0.00080506344707328,0.00102005968272969,0.000473773760061748,0.000389806842769276
RI337,C09314,0.000609539808890776,0.00080506344707328,0.00102005968272969,0.000473773760061748,0.000389806842769276
RI338,C09317,0.000609539808890776,0.00080506344707328,0.00102005968272969,0.000473773760061748,0.000389806842769276
RI339,C09321,0.000624534626768919,0.000463052314416817,0.000447207765067405,0.000501006642401933,0.000646433193527166
RI340,C09382,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI341,C09383,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI342,C09384,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI343,C09404,0,0.000840160590392886,3.74842304300496e-05,0,0.000221264128743331
RI344,C09408,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI345,C09445,0.00120893835523538,0.0433625986027987,0.000802148086060515,0.000549037800793921,0.00147082638264326
RI346,C09454,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI347,C09460,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI348,C09466,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI349,C09484,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI350,C09505,0.000196215987160669,0.00163573502614371,0.000137177399968385,0.000139297880598395,3.49881102805768e-05
RI351,C09591,0.000671639121352825,0.000995744857902413,0.000953844774147988,0.000714317099896086,0.000659009668871347
RI352,C09604,0.00120893835523538,0.0433625986027987,0.000802148086060515,0.000549037800793921,0.00147082638264326
RI353,C09621,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI354,C09623,0.000281174427130171,0.000791490911288879,0.000945005791173479,0.000658243565141011,0.000970929531832283
RI355,C09628,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI356,C09631,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI357,C09633,3.45244947997363e-05,0.000674501809426176,8.52655304677655e-05,0.000197779896202656,0.000842178758244777
RI358,C09640,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI359,C09642,0.00257402098250343,0.00273945663510752,0.00388439503753075,0.00223583256077014,0.00277425054459146
RI360,C09642,0.00913461478921185,0.0157217340080222,0.00830194255174807,0.00705506052895338,0.00297215306557776
RI361,C09645,0.000973984901466607,0.000888778433090083,0.000702934706552727,0.000725206998117136,0.000632888261878319
RI362,C09650,0.000196215987160669,0.00163573502614371,0.000137177399968385,0.000139297880598395,3.49881102805768e-05
RI363,C09651,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI364,C09663,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI365,C09664,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI366,C09676,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI367,C09682,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI368,C09692,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI369,C09698,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI370,C09704,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI371,C09705,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI372,C09710,0.0014388161220469,0.00821210937701606,0.00173626788273384,0.00148978541713974,0.00381881691176096
RI373,C09729,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI374,C09730,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI375,C09737,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI376,C09738,0.000669602410974308,0.000830372131569245,0.000216734961483885,0.000154165949945147,0.000205053374951959
RI377,C09744,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI378,C09745,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI379,C09772,0.00325408364565131,0.00850455325806446,6.20384748887907e-05,0.000141592781604111,0.000564747579572477
RI380,C09860,0.00352302138240754,0.00299252349300713,0.00327655478787686,0.00281419161037486,0.0054893995497956
RI381,C09870,0.00269349125299107,0.00325837386257916,0.00307211711587692,0.00233014068925301,0.00211278438513781
RI382,C09879,0.000751369217397777,0.00105742438027128,0.000946109120376039,0.000587133790006515,0.000618524060951155
RI383,C09886,0.000751369217397777,0.00105742438027128,0.000946109120376039,0.000587133790006515,0.000618524060951155
RI384,C09888,1.53293090000216e-05,0.000191143968749249,0,5.26452174870239e-05,0.000226519402046828
RI385,C09916,0.00250102517837058,0.0350238402476985,0.00012848640773038,0,3.40033266078121e-05
RI386,C09921,0.00190667824738079,0.00164737210231387,0.00144436416458012,0.00110076345538351,0.00118448446085702
RI387,C09925,0.000609539808890776,0.00080506344707328,0.00102005968272969,0.000473773760061748,0.000389806842769276
RI388,C09927,7.09608911293149e-06,0.0016296311248173,0,0,3.44489620744858e-05
RI389,C09938,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI390,C09948,0.00149459430645855,0.00194625457226604,0.00238253844864978,0.00175850910517334,0.00179047416712011
RI391,C09966,7.09608911293149e-06,0.0016296311248173,0,0,3.44489620744858e-05
RI392,C10006,0.00250102517837058,0.0350238402476985,0.00012848640773038,0,3.40033266078121e-05
RI393,C10007,0.00125579983294594,0.00118122735391291,0.00126002866660083,0.0017266609485086,0.00268198679315392
RI394,C10136,0,0.00214656730435173,0.00291158131190159,0.000292096370644174,0.00586172976365996
RI395,C10146,0.00257402098250343,0.00273945663510752,0.00388439503753075,0.00223583256077014,0.00277425054459146
RI396,C10146,0.00913461478921185,0.0157217340080222,0.00830194255174807,0.00705506052895338,0.00297215306557776
RI397,C10153,0.000588561223913941,0.00103593903026708,6.04996793510674e-05,0.000249741708073082,0.00043621636291752
RI398,C10163,0,0,0,0.00195133374915385,1.55543273775681e-05
RI399,C10163,0.00048321834909363,0.000599749083841453,0.000344945910661065,0.000495619615145276,0.000359465283456545
RI400,C10167,0.00089692799296001,0.00112370081102533,7.43162683019251e-05,0.000189874267927794,0.000313695556351748
RI401,C10173,0.00617804737470879,0.00726683046917952,0.00620825579581287,0.00413714112546592,0.00370545624230583
RI402,C10206,0.0027314079054451,0.00286188645515794,0.00338710234170102,0.00229842046133148,0.00157452396747648
RI403,C10247,0,0.000840160590392886,3.74842304300496e-05,0,0.000221264128743331
RI404,C10254,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI405,C10258,0.00027943627259041,0.000124256041565094,0.000179528585196076,0.000161265643064264,0.00024475969300685
RI406,C10263,0.00318509114926076,0.00204105355608702,0.00258178429236946,0.00336679965953469,0.0035609810002436
RI407,C10263,0.000129012098673077,0.00155769330816628,0.000435411295901486,0.000241983181287521,0.000515190198102227
RI408,C10263,0,0.00524494783833203,7.67949051836362e-05,0,0.000122503281840613
RI409,C10267,0.000196215987160669,0.00163573502614371,0.000137177399968385,0.000139297880598395,3.49881102805768e-05
RI410,C10269,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI411,C10272,0.000196215987160669,0.00163573502614371,0.000137177399968385,0.000139297880598395,3.49881102805768e-05
RI412,C10278,0.00120893835523538,0.0433625986027987,0.000802148086060515,0.000549037800793921,0.00147082638264326
RI413,C10283,0.00164325159902523,0.00146803650969349,0.000696715122601445,0.000725539791433931,0.000699497671993711
RI414,C10287,0.000196215987160669,0.00163573502614371,0.000137177399968385,0.000139297880598395,3.49881102805768e-05
RI415,C10310,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
RI416,C10314,0.00027943627259041,0.000124256041565094,0.000179528585196076,0.000161265643064264,0.00024475969300685
RI417,C10326,0.00048628753111025,0.00268181771854451,0.00156804597916895,0.000923289220716779,0.00248454568047847
RI418,C10330,0.00048628753111025,0.00268181771854451,0.00156804597916895,0.000923289220716779,0.00248454568047847
RI419,C10336,0.00048628753111025,0.00268181771854451,0.00156804597916895,0.000923289220716779,0.00248454568047847
RI420,C10347,0.00048628753111025,0.00268181771854451,0.00156804597916895,0.000923289220716779,0.00248454568047847
RI421,C10356,0.000180504798606342,9.77547820431342e-05,0.000343005817334458,0.000311432383949576,0.000287676815556784
RI422,C10373,0.00240291964733974,0.0121011158152036,0.000465776402484504,0.00103426561947265,0.00146812943194425
RI423,C10373,0.00055746450248694,0.0544903474818347,0.00272614042310643,0.00203671095608128,0.00288568732876547
RI424,C10373,0,0.0121654965376662,0.000271546163255563,3.60642116416881e-05,0.00027134162245107
RI425,C10373,0.000101678617839117,0.00642811237538824,0.000180080639005897,5.31716295742367e-06,0.000167069745412272
RI426,C10378,0.00048628753111025,0.00268181771854451,0.00156804597916895,0.000923289220716779,0.00248454568047847
RI427,C10403,0.00318509114926076,0.00204105355608702,0.00258178429236946,0.00336679965953469,0.0035609810002436
RI428,C10403,0.000129012098673077,0.00155769330816628,0.000435411295901486,0.000241983181287521,0.000515190198102227
RI429,C10403,0,0.00524494783833203,7.67949051836362e-05,0,0.000122503281840613
RI430,C10408,2.40197007566598e-05,0.000863791570540483,2.68722066306792e-05,0.000625314250607405,0.00173251943700161
RI431,C10408,8.90110512387541e-06,1.94728368142757e-05,7.36809942799126e-06,1.30320631694762e-05,0.000207993865414243
RI432,C10409,2.40197007566598e-05,0.000863791570540483,2.68722066306792e-05,0.000625314250607405,0.00173251943700161
RI433,C10409,8.90110512387541e-06,1.94728368142757e-05,7.36809942799126e-06,1.30320631694762e-05,0.000207993865414243
RI434,C10454,8.03707529830029e-05,0.00134009483329518,2.12662196675888e-05,2.94804360823934e-05,1.93748016660092e-05
RI435,C10454,0.000876456355412578,0.000487803214645613,0.000692001979694071,0.000651836453829747,0.000734794912312902
RI436,C10478,8.03707529830029e-05,0.00134009483329518,2.12662196675888e-05,2.94804360823934e-05,1.93748016660092e-05
RI437,C10478,0.000876456355412578,0.000487803214645613,0.000692001979694071,0.000651836453829747,0.000734794912312902
RI438,C10487,7.39785395222491e-05,0.0021894421430189,6.53738495645002e-05,0.000205358127538657,0.000380546128049429
RI439,C10494,0.000281174427130171,0.000791490911288879,0.000945005791173479,0.000658243565141011,0.000970929531832283
RI440,C10528,6.14948599700239e-05,3.57275522339785e-05,0,1.42807685229e-05,4.26096607101929e-05
RI441,C10574,0.0027314079054451,0.00286188645515794,0.00338710234170102,0.00229842046133148,0.00157452396747648
RI442,C10605,0.00057031209820238,0.00114606787773127,0.0011895555028107,0.000749479598350204,0.000760992249191781
RI443,C10655,0.001150917013827,0.00139117283050429,0.001380464283851,0.00135617775755992,0.0011719597873541
RI444,C10658,0.035757484239202,0.0387835187231941,0.0798514601555278,0.0770983851861106,0.0331671933955479
RI445,C10673,0,0.000757289883652992,0,6.8041744297504e-05,7.8071607442963e-05
RI446,C10675,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI447,C10683,0.00324232240977257,0.00401631430680823,0.00352145895204269,0.00271089613185046,0.00188512900266902
RI448,C10689,0.0534582987399994,0.0745968316403396,0.0632162040721727,0.0422096559568065,0.0414153656585339
RI449,C10692,4.38900636263162e-05,0.000863604899977147,0.000366994107870001,0.000158975226115899,0.000157010684997333
RI450,C10695,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI451,C10712,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI452,C10738,0.001150917013827,0.00139117283050429,0.001380464283851,0.00135617775755992,0.0011719597873541
RI453,C10743,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI454,C10773,0,0,0,0.00195133374915385,1.55543273775681e-05
RI455,C10773,0.00048321834909363,0.000599749083841453,0.000344945910661065,0.000495619615145276,0.000359465283456545
RI456,C10804,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI457,C10812,0.00105130023927976,0.00111557579947639,0.00105093523642004,0.000640158508507516,0.000551490760338781
RI458,C10838,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI459,C10839,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
RI460,C10846,0.00152415110000427,0.00147031535195626,0.00174893275943863,0.00125826181540545,0.0012785921282342
RI461,C10858,0.000180504798606342,9.77547820431342e-05,0.000343005817334458,0.000311432383949576,0.000287676815556784
RI462,C10861,0.00299868141097141,0.00130338223568956,0.00248598152416778,0.00280145961461476,0.00313691195162489
RI463,C10861,0.000185678408818824,0.0009801251665659,0.000670609958500417,0.000443644723460291,0.00072476166812409
RI464,C10865,0.000114575004706821,0.000458723507414061,0.000257889228996798,0.00016465817883688,0.000442648234924826
RI465,C10869,0.00608451190681361,0.0462141567049019,0.00532129865116289,0.00335023922886983,0.00643753762193552
RI466,C10903,0.00162363755132521,0.0207276102800993,0.00105731118644172,0.0044449255151024,0.00626466741939827
RI467,C10935,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
RI468,C10938,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
