RInumber,cNumber,S1,S2,S3,S4,S5
RI1,C00047,0.000840511461487451,0.0017250769198983,0.00120101932200936,0.000770903738068351,0.000603921480607018
RI2,C00078,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI3,C00079,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
RI4,C00079,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
RI5,C00079,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
RI6,C00082,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
RI7,C00123,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI8,C00147,0.000853366630424475,0.001372042342232,0.000188882008397585,0.0002435030823287,6.22793174982816e-05
RI9,C00242,0.000666689694709728,0.00115807590207134,0.00013779336346512,0.000128058982225988,0.000864254640732144
RI10,C00255,0.000658768565102079,0.000521645579666421,0.000137767001049698,0.00081213251641888,7.9714449421649e-05
RI11,C00299,0.00215896978678554,0.00450261801546894,0.000337631446935959,0.000524179414810424,0.000288913786212449
RI12,C00314,0.000141183719951441,0.000532074033559342,0.000544891429165013,0.000477336475199088,0.000386698701497269
RI13,C00319,0,0.000433012497468344,0.000465112071367356,9.67667231808176e-05,0.000958005347619397
RI14,C00328,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
RI15,C00353,5.98554198919371e-05,0.000427981047766596,5.98864706789381e-05,0.000205338715179871,0.000338020393390241
RI16,C00397,0.000837589800954523,0.00122248639729037,0.00574722218804398,0.000237549846266401,0.000256326038284675
RI17,C00407,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI18,C00410,0.00016480331606199,0.00191870997742792,1.76078464606066e-05,4.09204530124097e-05,0.000968832013239169
RI19,C00525,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI20,C00526,0.000976604295121689,0.00129547042711142,0.00124552423284287,0.000964045354997905,0.000950846757963227
RI21,C00535,0.000412928629464802,0.000752634237972614,0.000419615772595418,0.000321657569109042,0.000343730068525592
RI22,C00547,0.000141183719951441,0.000532074033559342,0.000544891429165013,0.000477336475199088,0.000386698701497269
RI23,C00559,0.000428343609319942,0.00279719146227484,0.00066555252437988,0.000228952806167504,0.000144546279435638
RI24,C00642,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI25,C00674,0.000412928629464802,0.000752634237972614,0.000419615772595418,0.000321657569109042,0.000343730068525592
RI26,C00735,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI27,C00739,0.000840511461487451,0.0017250769198983,0.00120101932200936,0.000770903738068351,0.000603921480607018
RI28,C00755,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI29,C00766,0.000624534626768919,0.000463052314416817,0.000447207765067405,0.000501006642401933,0.000646433193527166
RI30,C00806,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI31,C00836,9.52574660011201e-05,0.000533222080079004,0.000829937975067209,0.000285181292167258,0.00182082080456617
RI32,C00860,0.0070860370401215,0.0118173683354601,0.00854758410749703,0.00701494617824135,0.0066365937464799
RI33,C00864,0.000107729707837214,5.53583823882691e-05,3.09872415256446e-05,0.000389920448509324,0.000748294511542487
RI34,C00881,0.00138013524127283,0.00300675278868102,0.000766354214977082,0.00111622871460361,0.000909093352144539
RI35,C00951,0.00415325050774375,0.0180282444198933,0.00386405250944998,0.00377405035663644,0.00796478551194951
RI36,C00951,0.000485396604312115,0.00199034365446577,0,5.54596492824904e-05,7.4694567146431e-05
RI37,C00959,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI38,C00959,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI39,C00959,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI40,C01124,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI41,C01125,0.000766959458923119,0.00124302168068531,0.00134560998791945,0.000784888542903996,0.000900090291987617
RI42,C01126,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI43,C01142,0.000840511461487451,0.0017250769198983,0.00120101932200936,0.000770903738068351,0.000603921480607018
RI44,C01173,0.150880985350254,0.131466264069265,0.174272395196261,0.143924169772037,0.132429763541172
RI45,C01176,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI46,C01186,0.000840511461487451,0.0017250769198983,0.00120101932200936,0.000770903738068351,0.000603921480607018
RI47,C01198,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI48,C01227,0.000412928629464802,0.000752634237972614,0.000419615772595418,0.000321657569109042,0.000343730068525592
RI49,C01230,2.44336610771983e-05,0.00058202665917879,6.28018295308633e-05,3.25407216428178e-05,3.86879589859309e-05
RI50,C01301,0.000797131353038599,0.00952151424459783,4.65028860668206e-05,2.35318358774069e-05,0
RI51,C01302,6.14948599700239e-05,3.57275522339785e-05,0,1.42807685229e-05,4.26096607101929e-05
RI52,C01456,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI53,C01536,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
RI54,C01540,2.43880570727126e-05,0.00307923598124114,0,0,0
RI55,C01570,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI56,C01585,0.000305400817552322,0.000486032660328181,0.000612986212306033,0.00038913092515771,0.000435735351456671
RI57,C01588,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
RI58,C01588,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
RI59,C01717,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI60,C01717,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI61,C01717,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI62,C01717,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI63,C01718,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
RI64,C01737,0.000346768794852383,0.000224550036663746,0.00100060337528963,0.00252807257631933,0.000391801230580064
RI65,C01744,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI66,C01804,0.000163376639008584,0.00126440585950975,2.25057563006802e-05,5.45525216569858e-05,0.000186825546321943
RI67,C01909,0.000317255294056806,0.000770459390403378,8.16591368659866e-05,0.000191448331173426,5.51211548483072e-05
RI68,C01927,0.000624534626768919,0.000463052314416817,0.000447207765067405,0.000501006642401933,0.000646433193527166
RI69,C01933,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI70,C01936,0.0124194524893428,0.0622551270091279,0.00675185565425085,0.00382375144328522,0.00230703572681463
RI71,C01936,0.0123936450295313,0.0626694229203606,0.00679669151811309,0.00387631051114494,0.00230866352407565
RI72,C01953,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
RI73,C01963,2.77803775785325e-05,0.00158222087431262,3.53308191559066e-05,4.01940640349014e-05,0.000196879733438564
RI74,C01983,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI75,C01984,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI76,C02057,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
RI77,C02057,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
RI78,C02057,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
RI79,C02067,0.00215896978678554,0.00450261801546894,0.000337631446935959,0.000524179414810424,0.000288913786212449
RI80,C02099,0.000624534626768919,0.000463052314416817,0.000447207765067405,0.000501006642401933,0.000646433193527166
RI81,C02137,0.00105130023927976,0.00111557579947639,0.00105093523642004,0.000640158508507516,0.000551490760338781
RI82,C02140,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
RI83,C02165,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI84,C02165,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI85,C02165,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI86,C02172,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI87,C02172,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI88,C02172,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI89,C02172,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI90,C02181,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI91,C02185,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
RI92,C02185,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
RI93,C02201,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI94,C02265,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
RI95,C02265,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
RI96,C02265,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
RI97,C02363,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI98,C02378,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI99,C02486,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
RI100,C02519,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI101,C02526,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
RI102,C02533,0.00075120267233157,0.0016958922663407,0.000922488780721366,0.00102375426357999,0.000847271689251751
RI103,C02537,0.00415325050774375,0.0180282444198933,0.00386405250944998,0.00377405035663644,0.00796478551194951
RI104,C02537,0.000485396604312115,0.00199034365446577,0,5.54596492824904e-05,7.4694567146431e-05
RI105,C02639,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI106,C02646,2.77803775785325e-05,0.00158222087431262,3.53308191559066e-05,4.01940640349014e-05,0.000196879733438564
RI107,C02657,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI108,C02710,0.00617804737470879,0.00726683046917952,0.00620825579581287,0.00413714112546592,0.00370545624230583
RI109,C02852,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
RI110,C02892,0.00639725504298042,0.0338125933660141,0.00310326803848563,0.00446471929139718,0.00513170415219713
RI111,C02934,0,0.000433012497468344,0.000465112071367356,9.67667231808176e-05,0.000958005347619397
RI112,C02942,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
RI113,C02948,0.000305400817552322,0.000486032660328181,0.000612986212306033,0.00038913092515771,0.000435735351456671
RI114,C02989,0.00123653748994726,0.00157047526713827,0.00125908121318687,0.000867981124818848,0.00281510137168258
RI115,C03012,0.00100599181133163,0.00173651794248238,0.00117417833361974,0.00189194692544171,0.00117965386592666
RI116,C03027,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI117,C03057,0.00105130023927976,0.00111557579947639,0.00105093523642004,0.000640158508507516,0.000551490760338781
RI118,C03068,0.00072684212562117,0.00141099164606593,0.000215976465901915,0.000429164433903395,0.000323853572520817
RI119,C03068,0.000622284643588526,0.00151401284320574,0.000246831489842865,0.000585634146309987,0.000554043024622773
RI120,C03080,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
RI121,C03081,0.150880985350254,0.131466264069265,0.174272395196261,0.143924169772037,0.132429763541172
RI122,C03113,0.00368700676366659,0.00354265462553372,0.00455246926913281,0.00294429673672002,0.00253826127960786
RI123,C03164,0.00159361489182057,0.0013011051393818,0.00176144751977579,0.00110745590778856,0.00147465721926989
RI124,C03205,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI125,C03207,0.000244206321860978,0.00102171957752403,7.43072482977565e-05,2.64264171453733e-05,0.00103128802184302
RI126,C03209,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
RI127,C03220,0.00709256370346481,0.015860918459488,6.00280286109004e-05,0.000330935081042955,0.00134619307563105
RI128,C03240,0.000417670109874004,0.000737481619129158,1.74341316530809e-05,0.00068859443490479,0.000382267116505623
RI129,C03290,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
RI130,C03428,2.44336610771983e-05,0.00058202665917879,6.28018295308633e-05,3.25407216428178e-05,3.86879589859309e-05
RI131,C03582,0.000609539808890776,0.00080506344707328,0.00102005968272969,0.000473773760061748,0.000389806842769276
RI132,C03588,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI133,C03663,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI134,C03681,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
RI135,C03690,0.107730654526796,0.150285465582562,0.146130636621727,0.111412361029945,0.0817116643510447
RI136,C03690,0.0232225829372358,0.00275978065299845,0.00950411206641975,0.000997102468445838,0.00198185975048587
RI137,C03712,0.00125110060444885,0.000887512640881981,0.000806122803188374,0.000766251134301195,0.000700572715857924
RI138,C03739,0.000305400817552322,0.000486032660328181,0.000612986212306033,0.00038913092515771,0.000435735351456671
RI139,C03747,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI140,C03748,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI141,C03772,0.000412928629464802,0.000752634237972614,0.000419615772595418,0.000321657569109042,0.000343730068525592
RI142,C03929,0.00319147831961852,0.00348711960252126,0.00626495377014268,0.00492806847417799,0.0072540393442688
RI143,C03929,0.00198303182582212,0.00500216060607311,0.0023179405518549,0.00198325154285826,0.00377083086592222
RI144,C03935,0.00121329101099645,0.00219648571287539,0.00403943505993622,0.0035641554097683,0.00368416245878297
RI145,C03965,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
RI146,C03995,1.58393846431587e-06,3.26205027750449e-05,0,0.00014208879775296,2.00505186957823e-05
RI147,C04020,0.00121169613214232,0.00232207309555429,0.000462263571496713,0.00158600783767687,0.00153907875804884
RI148,C04042,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
RI149,C04043,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
RI150,C04083,0.00581958345121499,0.00373647066251916,0.0055369639882562,0.00693597317499752,0.0022042899485409
RI151,C04084,0.000244206321860978,0.00102171957752403,7.43072482977565e-05,2.64264171453733e-05,0.00103128802184302
RI152,C04108,0.000659704105343168,0.00292663670526981,0.000116485135505483,0.00014735922770615,0.00215724912099876
RI153,C04167,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
RI154,C04223,0.00075120267233157,0.0016958922663407,0.000922488780721366,0.00102375426357999,0.000847271689251751
RI155,C04277,0.0118761459468036,0.0111204240042456,0.0179322719062632,0.0247111244223334,0.00369931435379857
RI156,C04302,6.14948599700239e-05,3.57275522339785e-05,0,1.42807685229e-05,4.26096607101929e-05
RI157,C04333,0.000922172325423183,0.0165228910699412,0.000124804770122765,0.000248291370430119,0.000147236894215009
RI158,C04368,0.00454189706015381,0.00535951444454077,0.00182391161310226,0.00617440844982615,0.0113314919754896
RI159,C04379,0.000217907497881598,0.00226296730737427,3.95860547368925e-05,0.000131168840979549,0.00220945015094257
RI160,C04420,0.000922172325423183,0.0165228910699412,0.000124804770122765,0.000248291370430119,0.000147236894215009
RI161,C04554,0.000797131353038599,0.00952151424459783,4.65028860668206e-05,2.35318358774069e-05,0
RI162,C04660,7.74783097184746e-05,0,2.91107731001635e-05,0,0
RI163,C04685,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI164,C04685,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI165,C04685,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI166,C04686,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI167,C04686,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI168,C04686,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI169,C04709,7.74783097184746e-05,0,2.91107731001635e-05,0,0
RI170,C04717,2.38283774569968e-05,0.000617201087215837,0.00142890841929766,0.000143058474639044,0.000300512927260949
RI171,C04742,0.000155642581753553,0.000666284699764683,3.84582572977279e-05,0.000197485199975828,0.000314118084576014
RI172,C04805,0.000155642581753553,0.000666284699764683,3.84582572977279e-05,0.000197485199975828,0.000314118084576014
RI173,C04822,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI174,C04822,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI175,C04822,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI176,C04849,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI177,C04849,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI178,C04849,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI179,C04867,0.000216967483120499,0.000728829586886727,0,5.04003948185804e-06,0.000123330600315165
RI180,C05028,0.00819394632319014,0.0289338001399626,0.000586913197962913,0.00126418150723587,0.00144925694519073
RI181,C05028,0.00219978066998116,0.00631642130229158,0.00115917693747576,0.000559582518909914,0.00129178606004177
RI182,C05139,0.000106581311634429,0.000243316422705533,0.000788396755190925,0.00012760033554417,0.000274093393907498
RI183,C05139,0.000160335111663919,0.00242101810974252,5.92078994761395e-05,0.000101392367033303,0.000184229559643597
RI184,C05141,0.00121329101099645,0.00219648571287539,0.00403943505993622,0.0035641554097683,0.00368416245878297
RI185,C05161,0.000840511461487451,0.0017250769198983,0.00120101932200936,0.000770903738068351,0.000603921480607018
RI186,C05198,0.000428343609319942,0.00279719146227484,0.00066555252437988,0.000228952806167504,0.000144546279435638
RI187,C05291,0.000106581311634429,0.000243316422705533,0.000788396755190925,0.00012760033554417,0.000274093393907498
RI188,C05291,0.000160335111663919,0.00242101810974252,5.92078994761395e-05,0.000101392367033303,0.000184229559643597
RI189,C05294,0.000106581311634429,0.000243316422705533,0.000788396755190925,0.00012760033554417,0.000274093393907498
RI190,C05294,0.000160335111663919,0.00242101810974252,5.92078994761395e-05,0.000101392367033303,0.000184229559643597
RI191,C05301,0.00121329101099645,0.00219648571287539,0.00403943505993622,0.0035641554097683,0.00368416245878297
RI192,C05356,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
RI193,C05356,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
RI194,C05356,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
RI195,C05401,0.000261865069497766,0.000786889031610716,0.000131437875101716,0.000119962456725033,0.000466126999948664
RI196,C05469,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI197,C05473,3.42811866928386e-05,0.00144604635832712,4.14329916651355e-05,0.000473424526077928,0.00646027735145327
RI198,C05475,0.000422694253812299,0.0101080426108082,0.00085588808205225,0.00155707930822869,0.00139438034344322
RI199,C05476,0.000358263933888643,0.00217773133216226,0.00456374892773331,0.000456456666250857,0.00022720337177524
RI200,C05477,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
RI201,C05478,0.000422694253812299,0.0101080426108082,0.00085588808205225,0.00155707930822869,0.00139438034344322
RI202,C05479,0.000819507824364461,0.00151487369881047,0.000198391076757335,8.25062120905272e-05,0.000214259253617224
