cNumber,S1,S2,S3,S4,S5
C01983,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C01984,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C02057,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
C02057,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
C02057,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
C02067,0.00215896978678554,0.00450261801546894,0.000337631446935959,0.000524179414810424,0.000288913786212449
C02099,0.000624534626768919,0.000463052314416817,0.000447207765067405,0.000501006642401933,0.000646433193527166
C02137,0.00105130023927976,0.00111557579947639,0.00105093523642004,0.000640158508507516,0.000551490760338781
C02140,0.000388735899314972,0.00766540827170972,0.000120277510240821,0.000139887347080689,0.000897865772329914
C02165,0.000950911387605256,0.00757868776090195,0.00309556226345116,0.00189781153933281,0.0104122765368852
C02165,0.000571556091680396,0.00327715581947541,8.99440280062196e-06,3.38562397622636e-05,0.000295472102516608
C02165,4.59716269018409e-05,0.00028109631880551,8.53749731070823e-05,6.51007125922253e-05,0.000559064319939359
C02172,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
C02172,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
C02172,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
C02172,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
C02181,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C02185,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
C02185,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
C02201,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
C02265,0.000229452614822426,0.000310094878717,0.000319957870073724,0.000169275748213268,0.000356296398971604
C02265,0.00272239823677929,0.00405435791650597,0.00247859526476555,0.00242191629777332,0.00102863696427838
C02265,0.0314542264393111,0.0452364484755049,0.0178314887599914,0.0404356550992537,0.0867077876691914
C02363,0.00116738733244884,0.00137807738070649,0.00126943537159746,0.00108217289365705,0.00106860931501992
C02378,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
C02486,0.00586513557058042,0.00743078867097896,0.00334553267006446,0.00530297751633663,0.0523181327198085
C02519,0.00221586006327564,0.00281396498084605,0.00267294581770795,0.00168030980767716,0.00171417659995474
C02526,0.0172735408076313,0.0169296055716811,0.0239772601552974,0.0202723361682153,0.0121526848382787
