RInumber,cNumber,ChargedMass,RT,ionMode,S1,S2,S3,S4,S5
RI336,C02172,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI337,C14800,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI338,C14800,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI339,C14800,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI340,C14800,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI341,C14802,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI342,C14802,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI343,C14802,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI344,C14802,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI345,C16715,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI346,C16715,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI347,C16715,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI348,C16715,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI349,C01717,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI350,C01717,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI351,C01717,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI352,C01717,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI353,C02172,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI354,C02172,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI355,C02172,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI356,C02172,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI357,C14800,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI358,C14800,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI359,C14800,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI360,C14800,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI361,C14802,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI362,C14802,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI363,C14802,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI364,C14802,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI365,C16715,190.049869547091,1146.78615,positive,0.0518334313378987,0.045890873243446,0.062152569130026,0.049796972999065,0.0469309701244953
RI366,C16715,190.049869547091,500.53139999998,positive,5.59757682552398e-05,9.06725389081505e-05,0,0,3.40998000898541e-05
RI367,C16715,190.049869547091,1481.28039999998,positive,0.00263586696485642,0.00276907978633581,0.00245514035908275,0.00157750654234118,0.00190029154032256
RI368,C16715,190.049869547091,1765.62619999998,positive,0.00218738413742276,0,0.000656842406363646,0,0.000125575529624837
RI369,C04546,191.091400010091,490.66669999998,positive,0,0.00154971123362426,1.08762208356785e-05,4.3655223088511e-05,0.000426530845252551
RI370,C06360,191.106656144091,1300.11750000002,positive,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI371,C08452,191.106656144091,1300.11750000002,positive,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI372,C09017,191.106656144091,1300.11750000002,positive,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI373,C12459,191.106656144091,1300.11750000002,positive,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI374,C16987,191.106656144091,1300.11750000002,positive,0.000207755911699829,0.000973204306361489,0.000100123113233757,4.82117835862297e-05,0.000862554276037201
RI375,C17902,192.101905117091,820.98435,positive,0.00130540190899314,0.000753295545034565,0.0010591470537003,0.000717050071572701,0.00094494255091738
RI376,C07904,192.138290623091,1019.46734999999,positive,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
RI377,C10935,192.138290623091,1019.46734999999,positive,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
RI378,C10938,192.138290623091,1019.46734999999,positive,0.0023984508484733,0.0025353326000278,0.0024355585100666,0.0016042414214262,0.0015708718770597
RI379,C09909,193.122306208091,1175.1945,positive,0.000105372843939908,0.000498329516166141,0.000190584164638956,5.16406328314528e-05,3.34821711746539e-05
RI380,C07577,194.117555181091,1208.28589999999,positive,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI381,C07875,194.117555181091,1208.28589999999,positive,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI382,C09460,194.117555181091,1208.28589999999,positive,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI383,C09640,194.117555181091,1208.28589999999,positive,0.0509849095625764,0.0492998814901122,0.0626840820535296,0.0383805505318924,0.0424100869017984
RI384,C00779,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI385,C00779,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI386,C01494,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI387,C01494,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI388,C02379,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI389,C02379,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI390,C09974,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI391,C09974,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI392,C10470,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI393,C10470,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI394,C10477,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI395,C10477,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI396,C11233,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI397,C11233,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI398,C12204,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI399,C12204,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI400,C16982,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI401,C16982,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI402,C00779,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI403,C00779,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI404,C01494,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI405,C01494,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI406,C02379,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI407,C02379,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI408,C09974,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI409,C09974,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI410,C10470,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI411,C10470,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI412,C10477,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI413,C10477,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI414,C11233,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI415,C11233,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI416,C12204,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI417,C12204,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI418,C16982,195.065185260091,791.69735,positive,0.000630736397472188,0.000816623975149212,0.000727593747562451,0.000397548579689166,0.000416155779882294
RI419,C16982,195.065185260091,934.23440000002,positive,0.000832709186732172,0.000743850971096319,0.000497230716602412,0.000455245229413334,0.000481675752770353
RI420,C17497,195.101570766091,1268.49185000001,positive,0.00407163639447629,0.0041592004539994,0.00426605187138117,0.00290248027047592,0.00331164871759302
RI421,C09870,199.169256400091,1253.5486,positive,0.00269349125299107,0.00325837386257916,0.00307211711587692,0.00233014068925301,0.00211278438513781
RI422,C12298,199.169256400091,1253.5486,positive,0.00269349125299107,0.00325837386257916,0.00307211711587692,0.00233014068925301,0.00211278438513781
RI423,C16825,199.169256400091,1253.5486,positive,0.00269349125299107,0.00325837386257916,0.00307211711587692,0.00233014068925301,0.00211278438513781
RI424,C16947,199.169256400091,1253.5486,positive,0.00269349125299107,0.00325837386257916,0.00307211711587692,0.00233014068925301,0.00211278438513781
RI425,C13831,200.200890879091,1304.30889999998,positive,0.00179111011118787,0.00206873263089318,0.00192242028793931,0.00133958933316978,0.00129638139005515
RI426,C13831,200.200890879091,1359.0759,positive,0.00211525272845753,0.00212236882496388,0.000870731513202204,0.00181245161742525,0.00114150833998375
RI427,C13831,200.200890879091,1304.30889999998,positive,0.00179111011118787,0.00206873263089318,0.00192242028793931,0.00133958933316978,0.00129638139005515
RI428,C13831,200.200890879091,1359.0759,positive,0.00211525272845753,0.00212236882496388,0.000870731513202204,0.00181245161742525,0.00114150833998375
RI429,C08277,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI430,C08277,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI431,C08277,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI432,C14566,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI433,C14566,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI434,C14566,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI435,C17803,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI436,C17803,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI437,C17803,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI438,C08277,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI439,C08277,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI440,C08277,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI441,C14566,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI442,C14566,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI443,C14566,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI444,C17803,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI445,C17803,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI446,C17803,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI447,C08277,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI448,C08277,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI449,C08277,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI450,C14566,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI451,C14566,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI452,C14566,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI453,C17803,203.127785516091,928.3333,positive,0.00027958776210595,0.000316073377037366,0.000149203142647204,0.000244370508273174,0.000212711234673131
RI454,C17803,203.127785516091,710.76409999998,positive,2.41825719084032e-05,0.000830788333653463,0,4.3813544061909e-05,0.000311025616733095
RI455,C17803,203.127785516091,1625.61360000002,positive,0.000747549004454844,0.00126490598730764,0.00129108351220549,0.000891249634849308,0.000815054894956343
RI456,C12288,203.143041650091,1176.64389999998,positive,0.00018115766268372,0.00234862534061794,0.000313346431200968,0.000599409760318171,0.00289505872461241
RI457,C04083,204.124371893091,102.63929999998,positive,0.00581958345121499,0.00373647066251916,0.0055369639882562,0.00693597317499752,0.0022042899485409
RI458,C08435,204.124371893091,102.63929999998,positive,0.00581958345121499,0.00373647066251916,0.0055369639882562,0.00693597317499752,0.0022042899485409
RI459,C09921,205.085920702091,1481.32009999998,positive,0.00190667824738079,0.00164737210231387,0.00144436416458012,0.00110076345538351,0.00118448446085702
RI460,C00078,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI461,C00525,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI462,C00806,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI463,C07839,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI464,C10743,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI465,C10968,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI466,C14916,205.097154090091,352.71630000002,positive,0.00591993256110926,0.0077076151078284,0.00395011177445806,0.0105623940914982,0.0274805209421008
RI467,C10846,206.117555181091,1192.9899,positive,0.00152415110000427,0.00147031535195626,0.00174893275943863,0.00125826181540545,0.0012785921282342
RI468,C07499,207.112804154091,198.11680000002,positive,0.00106004740398477,0.00172863149358745,0.000466614539070022,0.00149366468457269,0.00389201746428294
RI469,C12590,207.112804154091,198.11680000002,positive,0.00106004740398477,0.00172863149358745,0.000466614539070022,0.00149366468457269,0.00389201746428294
RI470,C01588,207.137956272091,957.98680000002,positive,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
RI471,C01588,207.137956272091,1211.3156,positive,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
RI472,C02185,207.137956272091,957.98680000002,positive,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
RI473,C02185,207.137956272091,1211.3156,positive,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
RI474,C01588,207.137956272091,957.98680000002,positive,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
RI475,C01588,207.137956272091,1211.3156,positive,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
RI476,C02185,207.137956272091,957.98680000002,positive,0.00070971514315655,0.00561833699341723,0.000770232203199504,0.00120865735254039,0.00205193630612839
RI477,C02185,207.137956272091,1211.3156,positive,0,8.84536215974261e-05,1.20713494548582e-05,7.56786866367779e-05,0
RI478,C02852,208.117949111091,489.93310000001,positive,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
RI479,C07708,208.117949111091,489.93310000001,positive,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
RI480,C12067,208.117949111091,489.93310000001,positive,0,0.00251665436249693,5.5817051870929e-05,0.000143603090875649,0.000843809077614854
RI481,C00328,209.092068712091,203.53589999999,positive,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
RI482,C01718,209.092068712091,203.53589999999,positive,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
RI483,C05647,209.092068712091,203.53589999999,positive,0.000135084479814291,0.000475541060191167,2.20555957032934e-05,0.000109419175075462,0.00063864080723928
RI484,C14236,209.153606336091,871.80840000002,positive,0.000275565429575654,0.00232696357525113,0.000755562840361437,0.000489297384741564,0.00195652603041054
RI485,C03164,211.075356016091,1274.55870000002,positive,0.00159361489182057,0.0013011051393818,0.00176144751977579,0.00110745590778856,0.00147465721926989
RI486,C16204,211.075356016091,1274.55870000002,positive,0.00159361489182057,0.0013011051393818,0.00176144751977579,0.00110745590778856,0.00147465721926989
RI487,C16206,211.075356016091,1274.55870000002,positive,0.00159361489182057,0.0013011051393818,0.00176144751977579,0.00110745590778856,0.00147465721926989
RI488,C08491,211.132870894091,742.01519999998,positive,0.000649141790438164,0.000352018088485086,0,0,2.79280866852144e-05
RI489,C08491,211.132870894091,1415.06369999999,positive,0.000587402887288443,0.0005167324965896,0.000473494146060311,0.00054417507856969,0.000453627437918512
RI490,C16317,211.132870894091,742.01519999998,positive,0.000649141790438164,0.000352018088485086,0,0,2.79280866852144e-05
RI491,C16317,211.132870894091,1415.06369999999,positive,0.000587402887288443,0.0005167324965896,0.000473494146060311,0.00054417507856969,0.000453627437918512
RI492,C08491,211.132870894091,742.01519999998,positive,0.000649141790438164,0.000352018088485086,0,0,2.79280866852144e-05
RI493,C08491,211.132870894091,1415.06369999999,positive,0.000587402887288443,0.0005167324965896,0.000473494146060311,0.00054417507856969,0.000453627437918512
RI494,C16317,211.132870894091,742.01519999998,positive,0.000649141790438164,0.000352018088485086,0,0,2.79280866852144e-05
RI495,C16317,211.132870894091,1415.06369999999,positive,0.000587402887288443,0.0005167324965896,0.000473494146060311,0.00054417507856969,0.000453627437918512
RI496,C06546,212.128119867091,781.62509999998,positive,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI497,C07056,212.128119867091,781.62509999998,positive,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI498,C07144,212.128119867091,781.62509999998,positive,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI499,C07513,212.128119867091,781.62509999998,positive,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI500,C11703,212.128119867091,781.62509999998,positive,3.28488794426157e-05,0.000295643069246639,0.000560796885071526,8.09336583154744e-05,0.000139347071069248
RI501,C01748,213.102239468091,1068.04905,positive,0.00050298285490113,0.00110722029238053,0.00120714717947912,0.001334896392517,0.000223651799553627
RI502,C06538,213.102239468091,1068.04905,positive,0.00050298285490113,0.00110722029238053,0.00120714717947912,0.001334896392517,0.000223651799553627
RI503,C14258,213.127391586091,1131.036,positive,0.000360115702766842,0.00612391776868253,0.000300674203109455,0.000330352359885361,0.000259367838318282
RI504,C14666,213.127391586091,1131.036,positive,0.000360115702766842,0.00612391776868253,0.000300674203109455,0.000330352359885361,0.000259367838318282
RI505,C08482,213.148520958091,1116.44560000002,positive,0.000346252342787443,0.000273611691207464,0.000223184020608213,0.000280018512112843,0.000325665295486963
RI506,C08509,213.148520958091,1116.44560000002,positive,0.000346252342787443,0.000273611691207464,0.000223184020608213,0.000280018512112843,0.000325665295486963
RI507,C16309,213.148520958091,1116.44560000002,positive,0.000346252342787443,0.000273611691207464,0.000223184020608213,0.000280018512112843,0.000325665295486963
RI508,C16311,213.148520958091,1116.44560000002,positive,0.000346252342787443,0.000273611691207464,0.000223184020608213,0.000280018512112843,0.000325665295486963
RI509,C11844,214.143769931091,700.4304,positive,0.00271672998658747,0.0480087542713008,0.00213684072437492,0.00130012976587362,0.00331763628292237
RI510,C10254,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI511,C10269,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI512,C11834,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI513,C13687,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI514,C14341,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI515,C14349,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI516,C16015,215.106656144091,1333.3867,positive,0.00780190245495164,0.00932505179820249,0.00965270493480569,0.00841218613091549,0.00528770730086267
RI517,C01909,215.139018904091,140.5428,positive,0.000317255294056806,0.000770459390403378,8.16591368659866e-05,0.000191448331173426,5.51211548483072e-05
RI518,C16919,217.158691714091,1488.4194,positive,0.00038483666260835,0.000520675065292708,0.000338531669727755,0.000264301546549305,0.000685451593395382
RI519,C16959,217.158691714091,1488.4194,positive,0.00038483666260835,0.000520675065292708,0.000338531669727755,0.000264301546549305,0.000685451593395382
RI520,C08317,217.179821086091,1226.38765,positive,0.0160229877526267,0.0184016175773733,0.0187636552670226,0.0146537825516049,0.0119511528609523
RI521,C04020,219.133933526091,174.09170000002,positive,0.00121169613214232,0.00232207309555429,0.000462263571496713,0.00158600783767687,0.00153907875804884
RI522,C09729,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI523,C09730,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI524,C09737,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI525,C09744,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI526,C09745,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI527,C09938,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI528,C16779,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI529,C16966,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI530,C17494,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI531,C17501,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI532,C17914,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI533,C17954,219.174341778091,881.94130000002,positive,0.000837561877105561,0.000879596159434822,0.000854692167502223,0.000509964957431012,0.000472854402755825
RI534,C00864,220.117949111091,257.25629999998,positive,0.000107729707837214,5.53583823882691e-05,3.09872415256446e-05,0.000389920448509324,0.000748294511542487
RI535,C09519,221.153606336091,1176.55839999998,positive,7.81505780819485e-05,0.00223852654940118,0.000203619060948992,0.000521786537702871,0.00284649091662397
RI536,C09673,221.153606336091,1176.55839999998,positive,7.81505780819485e-05,0.00223852654940118,0.000203619060948992,0.000521786537702871,0.00284649091662397
RI537,C10429,223.096485388091,1147.50820000001,positive,0.800210498292674,0.709954295626203,0.913014339656499,0.746414361492753,0.708701418396705
RI538,C10449,223.096485388091,1147.50820000001,positive,0.800210498292674,0.709954295626203,0.913014339656499,0.746414361492753,0.708701418396705
RI539,C14175,223.096485388091,1147.50820000001,positive,0.800210498292674,0.709954295626203,0.913014339656499,0.746414361492753,0.708701418396705
