,S1,S2,S3,S4,S5
K15849,0.840423713122,0.753498429048,1.40077722207,0.762612975077,1.24268766069
K00825,2.50253276461,0.466004786783,0.934844835864,0.596597147469,0.500020465276
K00824,1.05223321869,0.868896375845,1.93383402354,0.62293816242,0.522098219508
K00827,0.31654999527,1.1710553581,0.930826024478,1.19937857841,1.38219004374
K00826,1.36134857096,1.57295534737,0.766843936099,0.616091803001,0.682760342572
K00823,1.29430156724,1.35120997193,0.614145028024,0.590686577201,1.1496568556
K01488,0.60705823375,1.91765873892,0.761171468241,0.710068171325,1.00404338776
K01489,5.0,0.0,0.0,0.0,0.0
K01487,0.494925550282,0.448049047308,1.44380036748,1.08520592076,1.52801911417
K01666,2.50959778581,0.0,0.0,0.0,2.49040221419
K01667,0.882384333258,0.85494242169,0.679560092293,1.53233646033,1.05077669243
K05309,0.621443312404,0.335023682115,1.12038230074,1.44984735118,1.47330335356
K05546,0.461793088836,1.83222906435,0.425924066627,1.1055671417,1.17448663849
K08021,0.0175624511265,0.0,1.97357243968,0.4990872774,2.50977783179
K17104,0.275520506587,0.364036033563,0.868074615747,1.30494236198,2.18742648212
K17108,0.0666351632947,0.146733671916,0.209941263069,2.94555869623,1.63113120549
K17724,2.43872283198,0.0,2.56127716802,0.0,0.0
K06164,1.94154722846,0.0,3.05845277154,0.0,0.0
K06168,1.39747380487,0.321561004467,1.24912540926,1.09691170663,0.934928074775
K08680,0.395748343019,0.392158070545,1.03904069327,1.40575886745,1.76729402572
K11751,0.629380285264,0.277184824714,0.440640837134,1.98724072816,1.66555332473
K11753,1.185633325,0.671347696795,2.13452864809,0.0,1.00849033012
K07422,0.0,2.78569553314,2.21430446686,0.0,0.0
K07966,4.59283384632,0.0681815469661,0.216781059896,0.122203546817,0.0
K07561,1.90130767008,0.761569594163,1.04873461113,0.534414781023,0.753973343599
K10719,0.200882022756,0.176940554287,0.386770849773,0.713559983205,3.52184658998
K11177,2.3779523812,0.0,0.624315935853,1.40778418735,0.589947495598
K01922,0.552310224073,0.849809567854,0.805193692931,1.13683613848,1.65585037666
K01925,0.598743102161,0.23266894381,1.62747658118,0.583829109007,1.95728226384
K01924,1.04822256545,0.519354598116,1.10083549835,1.55142113965,0.780166198444
K07418,0.59950092244,0.158414468984,2.39244771949,1.13573203374,0.713904855342
K01817,0.708060087495,0.623672256136,0.495726029238,2.23566876307,0.936872864064
K04042,0.862073236473,0.700916664996,0.626778980049,1.09924305247,1.71098806601
K00038,1.48301060518,1.95945232945,1.55753706537,0.0,0.0
K00789,0.569352034822,1.1880442029,0.334281953007,2.57691910536,0.331402703913
K00031,1.3772733765,0.626210086968,0.866672221164,1.05635335333,1.07349096204
K01254,1.61813136446,1.38556557117,0.639518532513,0.741418299193,0.615366232665
K01251,0.556296934022,0.658373074391,0.342493775269,2.33817121293,1.10466500338
K01253,0.0716119784113,0.0567690879609,0.263221821851,0.898785932578,3.7096111792
K14272,0.62617884247,0.137887440037,1.09601718325,1.48284459329,1.65707194095
K01078,0.700229815408,2.36264136817,0.606497092425,0.532381907794,0.798249816198
K01077,0.107481343961,0.42603451869,1.69320161141,0.0,2.77328252594
K00811,0.889723477798,1.17552006179,0.747505729226,0.421382990846,1.76586774034
K00812,0.767270836797,0.645108157538,1.17204890105,1.2388362115,1.17673589312
K00813,1.16453644339,0.0,0.611489740748,2.06831905704,1.15565475882
K00814,0.892056514,2.62473183057,0.404682525766,0.496001867988,0.582527261676
K00815,0.213222333673,3.88628722532,0.269811262566,0.231769860508,0.398909317938
K00816,0.69992273877,0.87997778836,0.894813753186,1.23937058702,1.28591513266
K00817,1.63160073309,1.31464456591,0.814734999385,0.498652609741,0.74036709187
K00818,1.39088099313,0.274127792099,1.13486385489,0.648279426799,1.55184793308
K00819,1.244813339,1.29671284524,0.839509783532,0.834010804715,0.784953227513
K14676,1.31269858814,0.706249793052,1.09790353869,1.0193877937,0.863760286424
K01785,1.58701235968,0.507773435923,0.773981706516,1.41332833286,0.717904165023
K00944,2.80586435248,1.85470562247,0.128156023243,0.149471459635,0.0618025421723
K02528,0.622334007143,0.23022798072,1.90843132349,0.707393376891,1.53161331175
K03783,0.18680177857,4.01582513118,0.183243437899,0.328935241547,0.285194410806
K03782,0.634419052285,2.08658478087,0.759256014323,0.779546510881,0.740193641641
K03784,1.93728102923,1.70639251048,1.35632646028,0.0,0.0
K03787,0.665425774842,0.219794690601,1.45589260861,0.787892328467,1.87099459748
K03417,1.00742206502,0.376543001738,1.96980938236,0.580718759218,1.06550679167
K13941,0.562373093906,1.36306342787,0.949035178215,1.17101578378,0.954512516227
K13038,0.859946916857,0.677725207515,0.744670887197,1.25043408485,1.46722290358
K10960,1.46965568478,1.62007766244,0.268154232022,1.40246870444,0.239643716319
K11381,1.41861098914,0.0,0.893883648513,2.68750536234,0.0
K05973,1.41070359523,0.0,0.634927747685,0.954461862751,1.99990679433
K07420,0.562408708006,0.743091822238,2.36263681293,1.33186265682,0.0
K01866,1.39245370206,0.568052446321,0.888328603437,0.905725076686,1.24544017149
K01867,1.17347994343,0.523028521815,0.808589834537,1.53623888388,0.958662816336
K01868,1.4704107774,0.647704582341,0.853284054379,0.982989072966,1.04561151291
K01869,1.48414611048,0.534872329741,0.666477215359,0.932626117281,1.38187822714
K01231,0.464007216534,0.490447700436,1.00870685449,1.35153058327,1.68530764527
K15518,0.896977167201,0.296279897244,0.706504395832,2.65517048809,0.445068051633
K07046,1.39563773007,1.28216767755,0.85890374824,0.708209762924,0.755081081212
K00799,1.25481963805,1.85680979687,0.616852445018,0.615783573322,0.655734546747
K00793,1.48797957618,1.6060459135,0.638761778771,0.535104367582,0.732108363971
K00790,0.240737691683,3.87392226619,0.217167175611,0.343512992648,0.324659873871
K00241,0.0,0.0,2.22872577369,1.50767465213,1.26359957418
K00240,1.66214525369,1.43222165565,0.607155559174,0.342268319543,0.956209211942
K00244,0.218399735815,1.1542570757,1.37621165912,0.517201188834,1.73393034053
K04765,0.0,0.0,5.0,0.0,0.0
K00805,0.500819628316,1.98514869127,0.525987563031,0.0,1.98804411739
K00804,0.690776160269,0.537285104366,0.873933283983,1.69001985554,1.20798559584
K00801,0.465076501469,1.91037309797,0.434526156162,1.47958988815,0.710434356248
K05780,0.0,1.19632445318,3.80367554682,0.0,0.0
K14641,0.845810461002,1.39688662972,0.932679555164,0.901328444541,0.923294909573
K14395,0.0,0.0,5.0,0.0,0.0
K01687,2.76031963781,0.273350370629,0.829169579214,0.354863414348,0.782296998004
K01682,0.499542460599,1.57745764257,0.959050892346,0.892893947667,1.07105505682
K01681,0.638386371291,0.533016117881,1.81109240999,0.77687096224,1.2406341386
K01442,0.691683379398,0.913874158445,0.528293824921,0.744528421338,2.1216202159
K02793,1.13163298172,0.0,1.18850148965,2.67986552863,0.0
K13042,0.0,2.6369042336,0.0,2.3630957664,0.0
K01045,0.238726490077,0.525686630609,1.33712313701,1.31908948457,1.57937425774
K04566,0.946914188501,1.09469878808,1.36736021628,1.12118589825,0.4698409089
K04567,2.17719382712,0.39356262812,1.04156685155,0.472464945776,0.915211747431
K03334,1.57412463074,0.0,0.0,1.8637910034,1.56208436586
K03428,1.41029528781,0.930989969313,0.469039768515,1.9148085237,0.274866450666
K03426,0.92646990386,1.28768691028,0.800329484619,0.992701133042,0.992812568198
K03750,1.02767395492,1.32297676596,0.759757212383,1.12887821582,0.76071385092
K09667,0.687999491762,1.35611632409,0.772464632888,1.10933779922,1.07408175204
K03119,0.581422423132,0.472733314293,1.06464807509,1.16503135768,1.71616482981
K13953,0.803201844049,2.58228627286,0.66075597905,0.475511703304,0.478244200736
K09841,1.06623295336,1.4087779527,0.0,2.52498909394,0.0
K09843,0.443028941235,3.69168302784,0.258481378873,0.299750677554,0.307055974503
K09680,0.602394449569,2.11755264975,0.493881960115,0.659251907798,1.12691903277
K00498,1.41739959911,0.624235726202,0.992368818049,0.55941690374,1.4065789529
K00492,0.188565376185,2.64469119652,0.441759327706,1.40830846676,0.316675632824
K07437,0.842352894168,0.0,1.3269617857,1.99476307732,0.835922242811
K07434,2.67203764437,0.706069680118,0.561243405105,0.0,1.0606492704
K00658,0.458760499587,1.08626850621,0.593928157145,0.627478459798,2.23356437726
K07430,0.837041232751,0.829441383135,1.09882037926,1.40404274776,0.830654257095
K00654,0.400512284851,2.24432458844,0.50552188216,1.08830077402,0.761340470534
K00652,1.45519891734,0.896714655808,0.874615013143,0.926425993427,0.847045420278
K01870,1.25561451513,0.350558373046,0.855210259104,0.715971423672,1.82264542905
K01873,1.62720470694,0.627232272988,0.819020522897,0.689985027235,1.23655746994
K01872,1.51920965709,1.09765852155,0.807720909746,0.709225691952,0.866185219656
K01875,1.51133726262,0.797700362212,0.569932780688,1.07957271605,1.04145687843
K01874,1.42633140555,0.503865007728,0.680351449713,0.704119890035,1.68533224697
K01876,1.06741742793,1.05225182605,0.75806491832,1.11274964084,1.00951618687
K01879,0.73592266054,0.0,1.93214470386,0.8713452589,1.4605873767
K01878,0.742748237843,0.981324771927,0.780006209662,1.75885372282,0.737067057743
K00010,0.874916176479,0.160550566794,1.21745278665,0.79997184207,1.94710862801
K00011,0.682972313,0.451174176619,2.51035680877,0.0,1.35549670161
K00013,0.805343051978,0.300334388425,2.15534158475,1.10735723853,0.63162373631
K09251,1.07443367242,0.709790861353,1.41047938955,1.27217648492,0.533119591757
K10047,0.907726761664,1.77498555823,0.808389843119,0.773844554858,0.735053282132
K00274,0.930515384883,1.97354906436,0.642909101997,0.869816531345,0.583209917413
K00275,0.238665848707,0.630667252541,0.835489675385,0.847773218621,2.44740400475
K00276,0.245801672171,3.47468974313,0.254257881027,0.442028882594,0.583221821081
K00278,0.877047406018,0.869085948637,1.3240396035,1.16826708374,0.761559958111
K00279,1.53928026486,1.21220119677,0.858503658976,0.803165566742,0.586849312653
K00474,0.0852883478957,0.0,2.68717086648,1.21185616514,1.01568462048
K00472,0.497302139059,1.83141301089,0.862787426372,0.814695630809,0.993801792866
K00471,0.432016078081,0.557200673555,1.46912564642,1.07176347481,1.46989412714
K00876,0.34547310601,1.05746686757,0.698513869052,2.09330642173,0.805239735637
K14656,1.05189544196,0.69488623606,2.20936868498,0.0,1.043849637
K15922,3.41836783169,0.282276530288,0.560928405703,0.632419141218,0.106008091104
K01695,0.534510167835,0.847451100454,2.41375310436,0.886029733358,0.318255893997
K01694,1.40170588724,0.904667348213,0.857851427599,1.23574363828,0.600031698668
K01696,0.733767378127,0.423488649557,0.940297086808,2.14536228306,0.757084602452
K01053,1.15259797317,1.08773651221,0.345835041884,0.779831292836,1.6339991799
K05359,1.36308529759,1.1255868509,1.43150703615,0.403483674255,0.676337141108
K00109,0.0,0.522551868242,2.90750603283,0.0,1.56994209893
K00106,0.285169848959,3.50266042796,0.297578736428,0.512062883881,0.402528102768
K17399,0.0,0.522484477293,1.24592001351,2.18509069763,1.04650481157
K17398,0.912146128353,0.0,1.19743391083,1.08002093111,1.81039902971
K04075,1.47153111907,1.64626227626,0.787499717931,0.333783306046,0.760923580693
K13566,0.55051936617,0.925204205006,1.02217391812,1.14723207746,1.35487043324
K00489,0.630465741401,0.72192412415,1.30215368926,1.21927750298,1.12617894221
K00488,0.568286658737,0.700779388822,1.51191996523,1.16631005051,1.05270393671
K00483,0.0,2.30370795403,1.83114154118,0.0,0.865150504784
K00480,0.267979450064,3.83639111731,0.327763632136,0.282472677596,0.285393122893
K00486,0.574453438962,0.881503564734,0.919476531225,1.31472014765,1.30984631743
K01843,0.159817481414,0.211161494833,1.84629490114,1.51389500917,1.26883111345
K00002,1.21092485904,1.14368437482,0.73023787667,0.985724959675,0.929427929789
K00001,0.643788663672,0.850591722672,0.889890905687,1.12080922328,1.49491948469
K00008,0.716863398523,0.841901831016,1.42204473613,0.754488277558,1.26470175677
K03637,1.2297330628,0.647364510436,1.03417610171,0.858843086558,1.2298832385
K15398,0.301480017721,0.233799081328,1.34216272617,1.69169930983,1.43085886495
K00263,1.68874407965,0.330549272536,1.05097089809,1.18490955233,0.744826197393
K00262,0.383313190736,3.02433797599,0.292631122334,0.352256127683,0.947461583261
K00261,0.645029894544,0.781216683575,0.790309826618,2.03664890428,0.746794690981
K00266,1.28008105163,1.40281184551,1.30475942072,0.410888983368,0.601458698773
K00265,1.61622488574,0.630118114597,1.14084203015,1.19212274002,0.420692229491
K00264,0.794113078874,2.05059348822,0.988445176754,0.320078318632,0.84676993752
K00461,0.354442811353,3.79323036203,0.366030209198,0.251804442722,0.234492174697
K00463,0.913753027422,1.20731132459,2.87893564799,0.0,0.0
K00469,1.24763894109,0.26285756883,1.35655860016,0.361243651726,1.7717012382
K01519,1.51782155647,0.999547213366,0.722456878069,0.861914652728,0.898259699363
K01517,1.0383033624,1.14851374316,0.981183530671,0.932490169723,0.89950919405
K01515,0.650481669262,2.26744483151,0.500409959348,0.777218597893,0.804444941983
K01512,0.508316178546,2.1043503334,0.984620469805,0.909486019477,0.493226998771
K01513,0.542098386265,0.716224621156,2.56187110368,0.641853939356,0.537951949548
K01510,0.498604723722,3.19458673141,0.423209504791,0.517582619455,0.366016420618
K00868,0.664026611915,0.745916329231,1.09752857104,0.746424190211,1.7461042976
K01218,2.65443507589,0.0,1.59295109612,0.0,0.752613827993
K00861,0.717251274047,0.999578855215,0.957044695724,1.07320043405,1.25292474097
K00867,0.0,0.0,0.971883848028,2.19143017054,1.83668598143
K01193,0.444224944027,0.782562886869,0.777545107336,0.350651916239,2.64501514553
K01190,0.510031485624,1.76758042348,0.782415740865,0.88529419239,1.05467815764
K01194,3.31431629358,0.673683924101,0.0,0.0,1.01199978232
K01202,1.08906588212,0.5755580582,1.06747841899,1.5473942647,0.720503375987
K01201,0.365465477069,1.85135236205,1.0805864044,0.404416238831,1.29817951765
K15718,0.965844942519,0.364597139183,1.59393131682,0.980227569483,1.095399032
K15717,2.34278865729,1.61196015687,0.707458365144,0.159524723147,0.178268097558
K01426,0.865485794821,1.92630624003,1.07973416435,0.632743207387,0.495730593419
K08069,0.948145914983,0.861244573937,1.24467407781,1.1226390432,0.823296390074
K01739,0.488515180348,0.457913459232,1.07460252082,1.00051199564,1.97845684396
K01439,0.254549287328,3.43791422714,0.673265847291,0.334885036036,0.299385602202
K14759,0.331585811941,0.328575029263,0.932757536726,1.80881208745,1.59826953462
K05349,0.796718117845,1.29826411915,1.01799622811,0.911900553652,0.97512098124
K02428,1.12453255839,0.412709966716,1.11536431274,1.47943256894,0.867960593213
K14755,0.0,0.42915169234,2.38782254989,1.53835931451,0.644666443255
K12345,0.399320189473,3.22836431458,0.43933321878,0.517839698932,0.415142578233
K12111,0.822354947631,0.766956765669,0.558822061521,1.60374208782,1.24812413736
K03179,0.972103419893,0.513744821051,1.36119609801,1.38120868657,0.771746974479
K13647,1.47239032823,0.486338806759,1.25636160952,0.871685783552,0.913223471945
K13646,3.07638987062,0.0,0.807700551342,0.60709220505,0.508817372984
K00677,0.454815378143,0.240364389502,1.24186919517,1.07703634187,1.98591469532
K06989,1.10211820299,0.939452178851,0.634724135271,0.841905687034,1.48179979586
K15013,0.60029532325,0.544677612153,1.09375274896,0.719336613023,2.04193770262
K00586,1.86711006101,0.558957744248,1.25871668819,0.315363659338,0.999851847213
K00588,0.193020232813,0.173880052058,1.43739105477,1.45436813291,1.74134052744
K00589,0.524138431399,1.00116660032,1.2493583027,0.21135871941,2.01397794618
K00070,0.0,0.0,2.57075985195,0.0,2.42924014805
K00077,0.264449539709,0.635904029348,1.24420020583,1.42781931126,1.42762691385
K00078,2.73001073855,0.495155687794,0.459177391424,0.902423437215,0.413232745016
K02291,1.50581057297,1.54346887859,0.640554420263,0.862949509786,0.4472166184
K00299,0.0,0.0,5.0,0.0,0.0
K00290,1.31209398218,1.73357451278,0.918621387171,1.03571011787,0.0
K00454,0.631583666185,3.71933530735,0.261761039416,0.22167515999,0.165644827059
K00457,0.77261632554,1.52556406914,0.710533288448,0.970403902881,1.02088241399
K00458,0.867965545086,0.458709222201,1.36729624031,0.411078190546,1.89495080185
K00459,0.545436005954,3.25664568827,0.245144961955,0.232603740041,0.720169603785
K00100,1.36967557648,0.868636201061,0.920595226377,1.29740170764,0.543691288445
K00856,0.369856632183,0.774977754954,0.255579215773,1.96911812127,1.63046827582
K00857,0.934466378049,0.685912543034,1.1994581037,0.737636489901,1.44252648532
K01187,0.700383380636,0.413461556303,1.07983425275,1.62327491305,1.18304589726
K01189,0.565321886686,0.640210659691,2.28996881191,0.382488697728,1.12200994399
K01188,0.52807317501,0.583126132196,1.18884970154,1.26152016148,1.43843082978
K01210,0.580469378257,1.71438586211,0.861825875966,0.763664853291,1.07965403037
K13762,1.2566333305,0.332057707181,1.3197142359,0.595155601057,1.49643912536
K13761,0.0,1.1881481126,2.83325934902,0.532387133928,0.446205404454
K01432,0.647019555034,1.70977061105,1.35901154426,0.0,1.28419828965
K02563,0.741612066312,0.326612725914,2.85574512994,0.585396420562,0.490633657271
K02294,0.43784122682,0.867718871936,0.919628184459,1.03682329026,1.73798842652
K16903,0.170752648109,0.300804101708,2.92896224104,0.808713498015,0.790767511132
K13368,0.0,5.0,0.0,0.0,0.0
K13369,0.0,0.639004434962,1.39678712614,2.00429300859,0.959915430312
K13501,2.43877705956,0.0,2.56122294044,0.0,0.0
K13988,0.6129934493,0.60743230534,1.28754112929,0.362905534156,2.12912758191
K13987,0.0,2.65078395762,0.936446693261,0.527892553791,0.88487679533
K12297,2.94097131398,0.0,2.05902868602,0.0,0.0
K16330,2.04296434931,0.674810117382,1.07274593887,1.20947959443,0.0
K00591,1.16163444813,0.755938429084,1.09248590568,1.02643225472,0.963508962386
K00599,1.00246571268,0.919621358895,0.994551572872,1.02627847426,1.05708288129
